buy_date,sell_date,sell_reason,symbol,symbol_name,strategy,profit_pct,raw_long,idx_return,idx_return_str,profit_pct_str,raw_long_str
2022-12-14,2023-03-16,止盈(60日),300750,宁德时代(300750),Alpha对冲 (做空创业板),-0.0038171619648200115,-0.04229359567901239,-0.03465927174937237,-3.47%(创业板),-0.38%,-4.23%
2022-12-21,2023-03-23,止盈(60日),002475,立讯精密(002475),Alpha对冲 (做空沪深),-0.0502402270058799,-0.04836038423318982,0.05212006977856998,5.21%(沪深),-5.02%,-4.84%
2023-01-23,2023-04-24,止盈(60日),600519,贵州茅台(600519),单边多头 (满仓),-0.10686338582904865,-0.10686338582904865,-0.06677765736211592,-6.68%(沪深),-10.69%,-10.69%
2023-01-27,2023-03-09,止损(-15%),601318,中国平安(601318),单边多头 (满仓),-0.15033528012113337,-0.15033528012113337,-0.05805899065639551,-5.81%(沪深),-15.03%,-15.03%
2023-02-01,2023-05-02,止盈(60日),00700,腾讯控股(00700),单边多头 (满仓),-0.11105401028277641,-0.11105401028277641,-0.09064402074741802,-9.06%(恒生),-11.11%,-11.11%
2023-02-01,2023-04-27,止盈(60日),300244,迈瑞医疗(300244),单边多头 (满仓),-0.0160550458715597,-0.0160550458715597,-0.1100033211839461,-11.00%(创业板),-1.61%,-1.61%
2023-02-22,2023-05-23,止盈(60日),03690,美团(03690),Alpha对冲 (做空恒生),0.005086723916400145,-0.04253785147800993,-0.05271129931081022,-5.27%(恒生),0.51%,-4.25%
2023-02-24,2023-05-25,止盈(60日),00981,中芯国际(00981),Alpha对冲 (做空恒生),0.12764044967264124,0.18226002430133656,-0.07302087504394593,-7.30%(恒生),12.76%,18.23%
2023-02-27,2023-05-26,止盈(60日),002415,海康威视(002415),Alpha对冲 (做空沪深),-0.00195544394981113,-0.05081300813008131,-0.046902120230459046,-4.69%(沪深),-0.20%,-5.08%
2023-02-27,2023-05-29,止盈(60日),00762,中国联通(00762),Alpha对冲 (做空恒生),0.06011433876917161,0.05615942028985517,-0.06406925724848805,-6.41%(恒生),6.01%,5.62%
2023-03-03,2023-06-02,止盈(60日),01211,比亚迪股份(01211),单边多头 (满仓),0.08792184724689171,0.08792184724689171,-0.08468283313545664,-8.47%(恒生),8.79%,8.79%
2023-03-17,2023-06-15,止盈(60日),300750,宁德时代(300750),Alpha对冲 (做空创业板),0.07619872291979951,0.11685823754789285,-0.035539208291706176,-3.55%(创业板),7.62%,11.69%
2023-03-24,2023-04-25,止损(-15%),002475,立讯精密(002475),Alpha对冲 (做空沪深),-0.07532950238902153,-0.16862361382909333,-0.017964609051050264,-1.80%(沪深),-7.53%,-16.86%
2023-04-25,2023-07-25,止盈(60日),600519,贵州茅台(600519),Alpha对冲 (做空沪深),0.04106843243605064,0.0645737184965719,-0.017563146375529394,-1.76%(沪深),4.11%,6.46%
2023-04-28,2023-07-18,止损(-15%),300244,迈瑞医疗(300244),Alpha对冲 (做空创业板),-0.057576061009918994,-0.16223506743737962,-0.047082945417541634,-4.71%(创业板),-5.76%,-16.22%
2023-05-03,2023-07-31,止盈(60日),00700,腾讯控股(00700),Alpha对冲 (做空恒生),0.010282013957678872,0.04051670581327064,0.019952677897912895,2.00%(恒生),1.03%,4.05%
2023-05-24,2023-08-21,止盈(60日),03690,美团(03690),Alpha对冲 (做空恒生),0.035579980420539115,-0.014740108611326653,-0.08590006945240489,-8.59%(恒生),3.56%,-1.47%
2023-05-26,2023-08-22,止盈(60日),00981,中芯国际(00981),Alpha对冲 (做空恒生),-0.036484574612738616,-0.12799999999999995,-0.055030850774522716,-5.50%(恒生),-3.65%,-12.80%
2023-05-29,2023-08-23,止盈(60日),002415,海康威视(002415),Alpha对冲 (做空沪深),0.024299782687274514,0.005759999999999991,-0.042839565374549034,-4.28%(沪深),2.43%,0.58%
2023-05-30,2023-06-28,止损(-15%),00762,中国联通(00762),Alpha对冲 (做空恒生),-0.0936800131405925,-0.15517241379310337,0.032187612488081635,3.22%(恒生),-9.37%,-15.52%
2023-06-05,2023-08-30,止盈(60日),01211,比亚迪股份(01211),Alpha对冲 (做空恒生),0.006348780372456964,-0.015285599356395748,-0.027983160101309676,-2.80%(恒生),0.63%,-1.53%
2023-06-08,2023-09-04,止盈(60日),601318,中国平安(601318),Alpha对冲 (做空沪深),0.03089291956766305,0.07705034270857948,0.01526450357325338,1.53%(沪深),3.09%,7.71%
